I_BON_001	Beast Bone
A_OTH_0036	Belle's Bow
W_AXE_1001	Cavalier Cleaver +1
W_AXE_1002	King Axe +1
W_AXE_1003	Ice Axe +1
W_AXE_1004	Kaiser Axe +1
W_AXE_1005	Obliteratoriser +1
W_AXE_1006	Overlord's Axe +1
W_AXE_1007	NULL (axe 7 +1)
W_AXE_1008	Conqueror's Axe +1
W_AXE_1009	Avalanche Axe +1
W_AXE_1010	NULL (axe 10 +1)
W_AXE_1011	Apollo's Axe +1
W_AXE_1012	NULL (axe 12 +1)
W_AXE_1013	Aristocrat's Axe +1
W_AXE_1014	Kairos Cleaver +1
W_AXE_1015	Galaxy Axe +1
W_BOO_1001	Edged Boomerang +1
W_BOO_1002	NULL (boo 2 +1)
W_BOO_1003	Crucerang +1
W_BOO_1004	NULL (boo 4 +1)
W_BOO_1005	Soarin' Steel +1
W_BOO_1006	Flametang Boomerang +1
W_BOO_1007	Winter's Wing +1
W_BOO_1008	Magic Circle +1
W_BOO_1009	Banefire Boomerang +1
W_BOO_1010	Star Cross +1
W_BOO_1011	Pentarang +1
W_BOO_1012	Metal Goomerang +1
W_BOO_1013	NULL (boo 13 +1)
W_BOO_1014	NULL (boo 14 +1)
W_BOO_1015	NULL (boo 15 +1)
W_BOO_1016	Liquid Metal Goomerang +1
W_BOO_1017	Dark Star +1
W_BOO_1018	Hunter's Moon +1
W_BOO_1019	Galaxarang +1
W_BOO_1020	Metal King Goomerang +1
W_BOO_1021	Birchwood Boomerang +1
W_BOO_1022	Boomerang +1
W_CLW_1001	Iron Claws +1
W_CLW_1002	Silver Claws +1
W_CLW_1003	Infernails +1
W_CLW_1004	Steel Claws +1
W_CLW_1005	Crow's Claws +1
W_CLW_1006	Platinum Claws +1
W_CLW_1007	Kestrel Claws +1
W_CLW_1008	Fire Claws +1
W_CLW_1009	Ice Claws +1
W_CLW_1010	Kite Claws +1
W_CLW_1011	Cobra Claws +1
W_CLW_1012	Dragon Claws +1
W_CLW_1013	Crimson Claws +1
W_CLW_1014	Beast Claws +1
W_CLW_1015	NULL (clw 15 +1)
W_CLW_1016	Combusticlaws +1
W_CLW_1017	King Cobra Claws +1
W_CLW_1018	Monster Slashers +1
W_CLW_1019	NULL (clw 19 +1)
W_CLW_1020	Crystal Claws +1
W_CLW_1021	NULL (clw 21 +1)
W_CLW_1022	Orichalcum Claws +1
W_CLW_1023	Deicimators +1
W_CLW_1024	Xenlon Claws +1
W_CLW_1025	Frostfire Fingers +1
W_CLW_1998	Golden Claws +1
W_DGR_1001	Erik's Dagger +1
W_DGR_1002	Bronze Knife +1
W_DGR_1003	Poison Needle +1
W_DGR_1004	Divine Dagger +1
W_DGR_1005	Poison Moth Knife +1
W_DGR_1006	Batterfly Knife +1
W_DGR_1007	Assassin's Dagger +1
W_DGR_1008	Dread Dagger +1
W_DGR_1009	Eagle Dagger +1
W_DGR_1010	Nobleman's Knife +1
W_DGR_1011	Bloodletter +1
W_DGR_1012	Sword Breaker +1
W_DGR_1013	Fenrir Fang +1
W_DGR_1014	Soul Breaker +1
W_DGR_1015	Icicle Dirk +1
W_DGR_1016	Serpentscale Skean +1
W_DGR_1017	Imp Knife +1
W_DGR_1018	Gladius +1
W_DGR_1019	Falcon Knife Earring +1
W_DGR_1020	Flame Tang +1
W_DGR_1021	NULL (dgr 21 +1)
W_DGR_1022	High-Born Blade +1
W_DGR_1023	Knife of Strife +1
W_DGR_1024	NULL (dgr 24 +1)
W_DGR_1025	Gyphon's Wing +1
W_DGR_1026	NULL (dgr 26 +1)
W_DGR_1027	Thunderstorm Skean +1
W_DGR_1028	El Stupendo +1
W_DGR_1029	Timeshear +1
W_DGR_1030	Dynamo Dagger +1
W_ROD_1001	Faerie Staff +1
W_ROD_1002	Veronica's Staff +1
W_ROD_1003	Wizard's Staff +1
W_ROD_1004	Staff of Sentencing +1
W_ROD_1005	Shiverstick +1
W_ROD_1006	Staff of Divine Wrath +1
W_ROD_1007	Rab's Cane +1
W_ROD_1008	Watermaul Wand +1
W_ROD_1009	Lightning Staff +1
W_ROD_1010	Rod of Rapidity +1
W_ROD_1011	Tsunami Staff +1
W_ROD_1012	Magma Staff +1
W_ROD_1013	Staff of Antimagic +1
W_ROD_1014	Lightning Conductor +1
W_ROD_1015	Rune Staff +1
W_ROD_1016	Hieroglyph Staff +1
W_ROD_1017	Hocus Locus +1
W_ROD_1018	Staff of Resurrection +1
W_ROD_1019	Celestial Sceptre +1
W_ROD_1020	Spirit Staff +1
W_ROD_1021	Sage's Staff +1
W_ROD_1022	Siren's Staff +1
W_ROD_1023	NULL (rod 23 +1)
W_ROD_1024	Sacrosanct Staff +1
W_ROD_1025	Wyrmwand +1
W_ROD_1026	Supreme Sage's Staff +1
W_ROD_1027	NULL (rod 27 +1)
W_ROD_1028	NULL (rod 28 +1)
W_ROD_1029	Rod of Paradise +1
W_ROD_1030	Staff of Eternity +1
W_ROD_1031	Aurora Staff +1
W_ROD_1998	Godbird Sceptre +1
W_SPR_1001	Bronze Lance +1
W_SPR_1002	Iron Lance +1
W_SPR_1003	Battle Fork +1
W_SPR_1004	Steel Lance +1
W_SPR_1005	Jade's Glaive +1
W_SPR_1006	Trident +1
W_SPR_1007	Lightning Lance +1
W_SPR_1008	Platinum Lance +1
W_SPR_1009	Gracos's Trident +1
W_SPR_1010	Demon Spear +1
W_SPR_1011	Storm Spear +1
W_SPR_1012	Full Fathom Fork +1
W_SPR_1013	Paladin's Lance +1
W_SPR_1014	Metal Slime Spear +1
W_SPR_1015	NULL (spr 15 +1)
W_SPR_1016	Seraph's Spear +1
W_SPR_1017	NULL (spr 17 +1)
W_SPR_1018	Liquid Metal Spear +1
W_SPR_1019	NULL (spr 19 +1)
W_SPR_1020	Barbarous Pole +1
W_SPR_1021	Sacred Spear +1
W_SPR_1022	Heaven's Talon +1
W_SPR_1023	Metal King Spear +1
W_SPR_1024	Split-Pot Poker +1
W_STK_1001	Serena's Wand +1
W_STK_1002	Lamp Post +1
W_STK_1003	Posey Pole +1
W_STK_1004	Lolly Stick +1
W_STK_1005	Jolly Brolly +1
W_STK_1006	Wyvern Wand +1
W_STK_1007	Seraphic Sceptre +1
W_STK_1008	Spryggrasil +1
W_STK_1009	Glumbrella +1
W_STK_1010	Bonbon Baton +1
W_STK_1011	Red Dragon Rod +1
W_STK_1012	Seraph's Stick +1
W_STK_1013	Butterfly Baton +1
W_STK_1014	Glow Stick +1
W_STK_1015	Get-up-and-Glow Stick +1
W_STK_1016	Pixie Pole +1
W_STK_1017	Fantastick +1
W_STK_1018	Cane of Compassion +1
W_STK_1019	Sceptre of Time +1
W_STK_1020	Faerie King's Cane +1
W_STK_1021	NULL (stk 21 +1)
W_STK_1022	Naughty Stick +1
W_SWD_1001	Cobblestone Sword +1
W_SWD_1002	Copper Sword +1
W_SWD_1003	Soldier's Sword +1
W_SWD_1004	Bronze Sword +1
W_SWD_1005	Rapier +1
W_SWD_1006	Iron Broadsword +1
W_SWD_1007	Syvlando's Sword +1
W_SWD_1008	Cautery Sword +1
W_SWD_1009	Silver Rapier +1
W_SWD_1010	Steel Broadsword +1
W_SWD_1011	Bastard Sword +1
W_SWD_1012	Bandit Blade +1
W_SWD_1013	Falcon Blade +1
W_SWD_1014	Zombiesbane +1
W_SWD_1015	Platinum Sword +1
W_SWD_1016	Zombie Slayer +1
W_SWD_1017	Aurora Blade +1
W_SWD_1018	Fizzle Foil +1
W_SWD_1019	Dragonsbane +1
W_SWD_1020	Miracle Sword +1
W_SWD_1021	Fire Blade +1
W_SWD_1022	NULL (swd 22 +1)
W_SWD_1023	NULL (swd 23 +1)
W_SWD_1024	Metal Slime Sword +1
W_SWD_1025	NULL (swd 25 +1)
W_SWD_1026	Uber Miracle Sword +1
W_SWD_1027	Uber Falcon Blade +1
W_SWD_1028	Inferno Blade +1
W_SWD_1029	NULL (swd 29 +1)
W_SWD_1030	Dragon Slayer +1
W_SWD_1031	Liquid Metal Sword +1
W_SWD_1032	NULL (swd 32 +1)
W_SWD_1033	Thunderstorm Sword +1
W_SWD_1034	Thousand-Fold Katana +1
W_SWD_1035	Sword of Judgment +1
W_SWD_1036	NULL (swd 36 +1)
W_SWD_1037	Drustan's Sword +1
W_SWD_1038	Shamshir of Light +1
W_SWD_1039	Hell Sabre +1
W_SWD_1040	Metal King Sword +1
W_SWD_1041	Hypernova Sword +1
W_SWD_1042	Heliodorian Sword +1
W_SWD_1043	NULL (swd 43 +1)
W_SWD_1044	Supreme Sword of Light +1
W_SWD_1045	Cypress Stick +1
W_TSW_1001	Copper Chopper +1
W_TSW_1002	Broad Sword +1
W_TSW_1003	Cast-Iron Claymore +1
W_TSW_1004	Broader Sword +1
W_TSW_1005	Black Blade +1
W_TSW_1006	Carbon Steel Claymore +1
W_TSW_1007	Banishing Blade +1
W_TSW_1008	Razer-Wing +1
W_TSW_1009	Nightcleaver +1
W_TSW_1010	Platinum Powersword +1
W_TSW_1011	NULL (tsw 11 +1)
W_TSW_1012	Demonsbane +1
W_TSW_1013	Brimstone Blade +1
W_TSW_1014	Wyrmfang +1
W_TSW_1015	Metal Gooreatsword +1
W_TSW_1016	Lord's Sword +1
W_TSW_1017	Skysteed Sword +1
W_TSW_1018	Liquid Metal Gooreatsword +1
W_TSW_1019	Legate's Blade +1
W_TSW_1020	Berserker's Blade +1
W_TSW_1021	Brilliant Blade +1
W_TSW_1022	Metal King Gooreatsword +1
W_TSW_1023	Cobblestone Greatsword +1
W_TSW_1024	NULL (tsw 24 +1)
W_TSW_1025	NULL (tsw 25 +1)
W_WHP_1001	Thorn Whip +1
W_WHP_1002	Battle Whip +1
W_WHP_1003	Hypnowhip +1
W_WHP_1004	Rosewhip +1
W_WHP_1005	Beastly Bullwhip +1
W_WHP_1006	Scorpion Tail +1
W_WHP_1007	Dragontail Whip +1
W_WHP_1008	Demon Whip +1
W_WHP_1009	Queen's Whip +1
W_WHP_1010	Archdemon Whip +1
W_WHP_1011	Empress's Whip +1
W_WHP_1012	Beelzebarb +1
W_WHP_1013	NULL (whp 13 +1)
W_WHP_1014	Goddess Whip +1
W_WHP_1015	NULL (whp 15 +1)
W_WHP_1016	Triple-Tine Whip +1
W_WHP_1017	NULL (whp 17 +1)
W_WHP_1018	Malevolash +1
W_WHP_1019	Anchor of Rancour +1
W_WHP_1020	Hellbeast's Leash +1
W_WHP_1021	Uber Gringham Whip +1
E_SHI_1001	Pot Lid +1
E_SHI_1002	Leather Shield +1
E_SHI_1003	Scale Shield +1
E_SHI_1004	Silver Platter +1
E_SHI_1005	Gold Platter +1
E_SHI_1006	Light Shield +1
E_SHI_1007	Platinum Platter +1
E_SHI_1008	Magic Shield +1
E_SHI_1009	Flame Shield +1
E_SHI_1010	Enchanted Shield +1
E_SHI_1011	White Shield +1
E_SHI_1012	Metal Slime Shield +1
E_SHI_1013	Ice Shield +1
E_SHI_1014	Brain Drainer +1
E_SHI_1015	Ethereal Shield +1
E_SHI_1016	Silver Shield +1
E_SHI_1017	Liquid Metal Shield +1
E_SHI_1018	Psyche Swiper +1
E_SHI_1019	Devilry Drinker +1
E_SHI_1020	Erdwin's Shield +1
E_SHI_1021	Metal King Shield +1
E_SHI_1022	Soul Sucker +1
E_SHI_1998	Tempest Shield +1
E_LSH_1001	Bronze Shield +1
E_LSH_1002	Iron Shield +1
E_LSH_1003	Steel Shield +1
E_LSH_1004	Shield of Heliodor +1
E_LSH_1005	Platinum Shield +1
E_LSH_1006	Warrior's Shield +1
E_LSH_1007	Dragon Shield +1
E_LSH_1008	Dark Shield +1
E_LSH_1009	Saintess Shield +1
E_LSH_1010	Ogre Shield +1
E_LSH_1011	Ruinous Shield +1
E_LSH_1012	Goddess Shield +1
E_LSH_1013	Drustan's Shield +1
E_HAT_1001	Bandana +1
E_HAT_1002	Leather Hat +1
E_HAT_1003	Hairband +1
E_HAT_1004	Pointy Hat +1
E_HAT_1005	Turban +1
E_HAT_1006	Feathered Cap +1
E_HAT_1007	Bunny Ears +1
E_HAT_1008	Stone Hardhat +1
E_HAT_1009	Fur Hood +1
E_HAT_1010	Hermes' Hat +1
E_HAT_1011	Coral Hairpin +1
E_HAT_1012	Bronze Helmet +1
E_HAT_1013	Mercury's Bandana +1
E_HAT_1014	Silver Tiara +1
E_HAT_1015	Magical Hat +1
E_HAT_1016	Pirate's Hat +1
E_HAT_1017	Gold Circlet +1
E_HAT_1018	Thief's Turban +1
E_HAT_1019	Feather Headband +1
E_HAT_1020	Tricky Turban +1
E_HAT_1021	Hocus Hat +1
E_HAT_1022	Happy Hat +1
E_HAT_1023	Scholar's Cap +1
E_HAT_1024	Disturbin' Turban +1
E_HAT_1025	Malleable Mask +1
E_HAT_1026	Star Circlet +1
E_HAT_1027	Papillon Mask +1
E_HAT_1028	Swindler's Scarf +1
E_HAT_1029	Cat Hat +1
E_HAT_1030	NULL (hat 30 +1)
E_HAT_1031	NULL (hat 31 +1)
E_HAT_1032	Minister's Mitre +1
E_HAT_1033	Cavalier Hat +1
E_HAT_1034	Witch's Hat +1
E_HAT_1035	Golden Tiara +1
E_HAT_1036	Phantom Mask +1
E_HAT_1037	Freebooter's Bandana +1
E_HAT_1038	NULL (hat 38 +1)
E_HAT_1039	Stellar Starflower +1
E_HAT_1040	Dragon Bandana +1
E_HAT_1041	Spring Breeze Hat +1
E_HAT_1042	Summer Cloud Hat +1
E_HAT_1043	Autumn Shower Hat +1
E_HAT_1044	Winter Sky Hat +1
E_HAT_1045	Pirate King's Cap +1
E_HAT_1046	Swindler King's Scarf +1
E_HAT_1047	Crown of Eternity +1
E_HAT_1048	Tiara Tremenda +1
E_HAT_1049	NULL (hat 49 +1)
E_HAT_1050	Xenlon Hair Ring +1
E_HAT_1051	Serenica's Circlet +1
E_HAT_1052	Cute Cap +1
E_HAT_1053	Bonny Band +1
E_HAT_1054	Tiara Tremendisima +1
E_HAT_1055	NULL (hat 55 +1)
E_HAT_1056	Corsair's Cap +1
E_HAT_1057	NULL (hat 57 +1)
E_HAT_1058	NULL (hat 58 +1)
E_HAT_1301	NULL (hat 301 +1)
E_HAT_1999	Black Cat Hat +1
E_HEL_1001	Iron Helmet +1
E_HEL_1002	NULL (hel 2 +1)
E_HEL_1003	Iron Mask +1
E_HEL_1004	Steel Helmet +1
E_HEL_1005	Warrior's Helm +1
E_HEL_1006	NULL (hel 6 +1)
E_HEL_1007	Platinum Headgear +1
E_HEL_1008	Iron Headgear +1
E_HEL_1009	Hades' Helm +1
E_HEL_1010	Mythril Helm +1
E_HEL_1011	Thinking Cap +1
E_HEL_1012	Raging Bull Helm +1
E_HEL_1013	Great Helm +1
E_HEL_1014	Metal Slime Helm +1
E_HEL_1015	Drasilian Helm +1
E_HEL_1016	Goddess's Tiara +1
E_HEL_1017	Warrior Princess's Headdress +1
E_HEL_1018	Crown of Dundrasil +1
E_HEL_1019	Skull Helm +1
E_HEL_1020	Liquid Metal Helm +1
E_HEL_1021	NULL (hel 21 +1)
E_HEL_1022	Metal King Helm +1
E_HEL_1023	Heavenly Helm +1
E_HEL_1024	Erdwin's Coronet +1
E_HEL_1025	Irwin's Helm +1
E_HEL_1026	Sacred Circlet +1
E_HEL_1027	Minerva's Tiara +1
E_HEL_1028	Sun Crown +1
E_HEL_1029	Yggdrasil Crown +1
E_HEL_1030	Drustan's Helm +1
E_HEL_1031	Apollo's Crown +1
E_CLO_1001	NULL (clo 1 +1)
E_CLO_1002	NULL (clo 2 +1)
E_CLO_1003	NULL (clo 3 +1)
E_CLO_1004	NULL (clo 4 +1)
E_CLO_1005	NULL (clo 5 +1)
E_CLO_1006	NULL (clo 6 +1)
E_CLO_1007	NULL (clo 7 +1)
E_CLO_1008	NULL (clo 8 +1)
E_CLO_1009	NULL (clo 9 +1)
E_CLO_1010	NULL (clo 10 +1)
E_CLO_1011	NULL (clo 11 +1)
E_CLO_1012	NULL (clo 12 +1)
E_CLO_1013	NULL (clo 13 +1)
E_CLO_1014	NULL (clo 14 +1)
E_CLO_1015	NULL (clo 15 +1)
E_CLO_1016	NULL (clo 16 +1)
E_CLO_1017	NULL (clo 17 +1)
E_CLO_1018	NULL (clo 18 +1)
E_CLO_1019	NULL (clo 19 +1)
E_CLO_1020	NULL (clo 20 +1)
E_CLO_1021	NULL (clo 21 +1)
E_CLO_1022	NULL (clo 22 +1)
E_CLO_1023	NULL (clo 23 +1)
E_CLO_1024	NULL (clo 24 +1)
E_CLO_1025	NULL (clo 25 +1)
E_CLO_1026	NULL (clo 26 +1)
E_CLO_1027	NULL (clo 27 +1)
E_CLO_1028	NULL (clo 28 +1)
E_CLO_1029	NULL (clo 29 +1)
E_CLO_1030	NULL (clo 30 +1)
E_CLO_1031	NULL (clo 31 +1)
E_CLO_1032	NULL (clo 32 +1)
E_CLO_1033	NULL (clo 33 +1)
E_CLO_1034	NULL (clo 34 +1)
E_CLO_1035	NULL (clo 35 +1)
E_CLO_1036	NULL (clo 36 +1)
E_CLO_1037	NULL (clo 37 +1)
E_CLO_1038	NULL (clo 38 +1)
E_CLO_1039	NULL (clo 39 +1)
E_CLO_1040	NULL (clo 40 +1)
E_CLO_1041	NULL (clo 41 +1)
E_CLO_1042	NULL (clo 42 +1)
E_CLO_1043	NULL (clo 43 +1)
E_CLO_1044	NULL (clo 44 +1)
E_CLO_1045	NULL (clo 45 +1)
E_CLO_1046	NULL (clo 46 +1)
E_CLO_1047	NULL (clo 47 +1)
E_CLO_1048	NULL (clo 48 +1)
E_CLO_1049	NULL (clo 49 +1)
E_CLO_1050	NULL (clo 50 +1)
E_CLO_1051	NULL (clo 51 +1)
E_CLO_1052	NULL (clo 52 +1)
E_CLO_1053	NULL (clo 53 +1)
E_CLO_1054	NULL (clo 54 +1)
E_CLO_1055	NULL (clo 55 +1)
E_CLO_1056	NULL (clo 56 +1)
E_CLO_1057	NULL (clo 57 +1)
E_CLO_1058	NULL (clo 58 +1)
E_CLO_1059	NULL (clo 59 +1)
E_CLO_1060	NULL (clo 60 +1)
E_CLO_1061	NULL (clo 61 +1)
E_CLO_1062	NULL (clo 62 +1)
E_CLO_1063	NULL (clo 63 +1)
E_CLO_1064	NULL (clo 64 +1)
E_CLO_1065	NULL (clo 65 +1)
E_CLO_1066	NULL (clo 66 +1)
E_CLO_1067	NULL (clo 67 +1)
E_CLO_1068	NULL (clo 68 +1)
E_CLO_1069	NULL (clo 69 +1)
E_CLO_1070	NULL (clo 70 +1)
E_CLO_1071	NULL (clo 71 +1)
E_CLO_1072	NULL (clo 72 +1)
E_CLO_1073	NULL (clo 73 +1)
E_CLO_1301	NULL (clo 301 +1)
E_CLO_1302	NULL (clo 302 +1)
E_CLO_1303	NULL (clo 303 +1)
E_CLO_1304	NULL (clo 304 +1)
E_CLO_1305	NULL (clo 305 +1)
E_CLO_1306	NULL (clo 306 +1)
E_CLO_1307	NULL (clo 307 +1)
E_CLO_1995	NULL (clo 995 +1)
E_CLO_1996	NULL (clo 996 +1)
E_CLO_1997	NULL (clo 997 +1)
E_CLO_1998	NULL (clo 998 +1)
E_ARM_1001	NULL (arm 1 +1)
E_ARM_1002	NULL (arm 2 +1)
E_ARM_1003	NULL (arm 3 +1)
E_ARM_1004	NULL (arm 4 +1)
E_ARM_1005	NULL (arm 5 +1)
E_ARM_1006	NULL (arm 6 +1)
E_ARM_1007	NULL (arm 7 +1)
E_ARM_1008	NULL (arm 8 +1)
E_ARM_1009	NULL (arm 9 +1)
E_ARM_1010	NULL (arm 10 +1)
E_ARM_1011	NULL (arm 11 +1)
E_ARM_1012	NULL (arm 12 +1)
E_ARM_1013	NULL (arm 13 +1)
E_ARM_1014	NULL (arm 14 +1)
E_ARM_1015	NULL (arm 15 +1)
E_ARM_1016	NULL (arm 16 +1)
E_ARM_1017	NULL (arm 17 +1)
E_ARM_1018	NULL (arm 18 +1)
E_ARM_1019	NULL (arm 19 +1)
E_ARM_1020	NULL (arm 20 +1)
E_ARM_1021	NULL (arm 21 +1)
E_ARM_1022	NULL (arm 22 +1)
E_ARM_1023	NULL (arm 23 +1)
E_ARM_1024	NULL (arm 24 +1)
E_ARM_1025	NULL (arm 25 +1)
E_ARM_1026	NULL (arm 26 +1)
E_ARM_1027	NULL (arm 27 +1)
E_ARM_1028	NULL (arm 28 +1)
E_ARM_1029	NULL (arm 29 +1)
E_ARM_1030	NULL (arm 30 +1)
E_ARM_1301	NULL (arm 301 +1)
E_ARM_1302	NULL (arm 302 +1)
E_ARM_1303	NULL (arm 303 +1)
E_ARM_1998	NULL (arm 998 +1)
E_ROB_1001	NULL (rob 1 +1)
E_ROB_1002	NULL (rob 2 +1)
E_ROB_1003	NULL (rob 3 +1)
E_ROB_1004	NULL (rob 4 +1)
E_ROB_1005	NULL (rob 5 +1)
E_ROB_1006	NULL (rob 6 +1)
E_ROB_1007	NULL (rob 7 +1)
E_ROB_1008	NULL (rob 8 +1)
E_ROB_1009	NULL (rob 9 +1)
E_ROB_1010	NULL (rob 10 +1)
E_ROB_1011	NULL (rob 11 +1)
E_ROB_1012	NULL (rob 12 +1)
E_ROB_1013	NULL (rob 13 +1)
E_ROB_1014	NULL (rob 14 +1)
E_ROB_1015	NULL (rob 15 +1)
E_ROB_1016	NULL (rob 16 +1)
E_ROB_1017	NULL (rob 17 +1)
E_ROB_1018	NULL (rob 18 +1)
E_ROB_1019	NULL (rob 19 +1)
E_ROB_1020	NULL (rob 20 +1)
E_ROB_1021	NULL (rob 21 +1)
E_ROB_1022	NULL (rob 22 +1)
E_ROB_1023	NULL (rob 23 +1)
E_ROB_1024	NULL (rob 24 +1)
E_ROB_1301	NULL (rob 301 +1)
E_ROB_1302	NULL (rob 302 +1)
A_FAC_1001	Slime Earrings +1
A_FAC_1002	Safety Goggles +1
A_FAC_1003	Asbestos Earrings +1
A_FAC_1004	Anti-Freeze Earrings +1
A_FAC_1005	Rubber Earrings +1
A_FAC_1006	Aerofoil Earrings +1
A_FAC_1007	Concrete Earrings +1
A_FAC_1008	Mirror Earrings +1
A_FAC_1009	Cinderblock Earrings +1
A_FAC_1010	All-Weather Earrings +1
A_FAC_1011	Blackout Earrings +1
A_FAC_1012	Scholar's Specs +1
A_NEC_1001	Wings of Serendipity +1
A_NEC_1002	Gold Rosary +1
A_NEC_1003	NULL (nec 3 +1)
A_NEC_1004	Necklace of Immunity +1
A_NEC_1005	Full Moon Collar +1
A_NEC_1006	Rousing Rose Collar +1
A_NEC_1007	Star of Clarity +1
A_NEC_1008	Care Riviere +1
A_NEC_1009	Torc of Truth +1
A_NEC_1010	Protective Pendant +1
A_NEC_1011	Choker of Riddannce +1
A_NEC_1012	Gold Chain +1
A_NEC_1013	Token of Fealty +1
A_NEC_1014	Dogged Collar +1
A_NEC_1015	Bow Tie +1
A_NEC_1016	Papillon Pendant +1
A_NEC_1017	Pirate King's Pendant +1
A_NEC_1998	Rainbow Drop +1
A_ARM_1001	Gold Bracer +1
A_ARM_1002	Life Bracer +1
A_ARM_1003	Wristorative +1
A_ARM_1004	Mighty Armlet +1
A_ARM_1005	Spirit Bracer +1
A_ARM_1006	Brainy Bracer +1
A_ARM_1007	Meteorite Bracer +1
A_HAN_1001	Robber Gloves +1
A_HAN_1002	Mayoress's Mittens +1
A_HAN_1003	Gloomy Gloves +1
A_HAN_1004	NULL (han 4 +1)
A_HAN_1005	Murky Mittens +1
A_HAN_1006	Brigand's Mitts +1
A_HAN_1007	Guru's Gloves +1
A_HAN_1008	Marquess's Mittens +1
A_HAN_1009	Freebooter's Gloves +1
A_HAN_1010	Enchantress's Gloves +1
A_HAN_1011	Minister's Mitts +1
A_HAN_1012	Monarch's Mittens +1
A_FIN_1001	Circle of Serendipity +1
A_FIN_1002	Strength Ring +1
A_FIN_1003	Pink Pearl Ring +1
A_FIN_1004	Prayer Ring +1
A_FIN_1005	Care Ring +1
A_FIN_1006	Ring of Riddance +1
A_FIN_1007	Gold Ring +1
A_FIN_1008	Ring of Immunity +1
A_FIN_1009	Ring of Truth +1
A_FIN_1010	Full Moon Ring +1
A_FIN_1011	Rousing Ring +1
A_FIN_1012	Ring of Clarity +1
A_FIN_1013	Sorcerer's Ring +1
A_FIN_1014	Agility Ring +1
A_FIN_1015	Skull Ring +1
A_FIN_1016	Life Ring +1
A_FIN_1017	Catholicon Ring +1
A_FIN_1018	Goddess Ring +1
A_FOO_1001	Fishnet Stockings +1
A_SHO_1001	Springheal Boots +1
A_SHO_1002	Caligae of Clarity +1
A_SHO_1003	Angel's Sandals +1
A_SHO_1004	Archangel's Boots +1
A_SHO_1005	General's Jackboots +1
A_SHO_1006	Field Marshal's Footwear +1
A_SHO_1998	Elevating Shoes +1
A_OTH_1001	NULL (oth 1 +1)
A_OTH_1002	Bunny Tail +1
A_OTH_1003	Dragon Scale +1
A_OTH_1004	Garter +1
A_OTH_1005	Tough Guy Tattoo +1
A_OTH_1006	Utility Belt +1
A_OTH_1007	Rosary +1
A_OTH_1008	Bling-Bling Belt +1
A_OTH_1009	Titan Belt +1
A_OTH_1010	Sorcerer's Stone +1
A_OTH_1011	Holy Talisman +1
A_OTH_1012	Devil's Tail +1
A_OTH_1013	Ruby of Protection +1
A_OTH_1014	Earthwyrm's Eye +1
A_OTH_1015	Lucky Dragon's Wing +1
A_OTH_1016	Sovereign Seal +1
A_OTH_1017	Venus' Tear +1
A_OTH_1018	Monarchic Mark +1
A_OTH_1019	Elfin Charm +1
A_OTH_1020	NULL (oth 20 +1)
A_OTH_1021	NULL (oth 21 +1)
A_OTH_1022	Natty Cravat +1
A_OTH_1023	Suave Scarf +1
A_OTH_1024	NULL (oth 24 +1)
A_OTH_1025	Ogler's Digest +1
A_OTH_1026	Ring of Changes +1
A_OTH_1027	Healer +1
A_OTH_1028	Supplicant +1
A_OTH_1029	Assassin +1
A_OTH_1030	Mystic +1
A_OTH_1031	Vanguard +1
A_OTH_1032	Shield-Bearer +1
A_OTH_1033	Warlock +1
A_OTH_1034	Trickster +1
A_OTH_1035	Traveller's Hood +1
A_OTH_1036	Belle's Bow +1
W_AXE_2001	Cavalier Cleaver +2
W_AXE_2002	King Axe +2
W_AXE_2003	Ice Axe +2
W_AXE_2004	Kaiser Axe +2
W_AXE_2005	Obliteratoriser +2
W_AXE_2006	Overlord's Axe +2
W_AXE_2007	NULL (axe 7 +2)
W_AXE_2008	Conqueror's Axe +2
W_AXE_2009	Avalanche Axe +2
W_AXE_2010	NULL (axe 10 +2)
W_AXE_2011	Apollo's Axe +2
W_AXE_2012	NULL (axe 12 +2)
W_AXE_2013	Aristocrat's Axe +2
W_AXE_2014	Kairos Cleaver +2
W_AXE_2015	Galaxy Axe +2
W_BOO_2001	Edged Boomerang +2
W_BOO_2002	NULL (boo 2 +2)
W_BOO_2003	Crucerang +2
W_BOO_2004	NULL (boo 4 +2)
W_BOO_2005	Soarin' Steel +2
W_BOO_2006	Flametang Boomerang +2
W_BOO_2007	Winter's Wing +2
W_BOO_2008	Magic Circle +2
W_BOO_2009	Banefire Boomerang +2
W_BOO_2010	Star Cross +2
W_BOO_2011	Pentarang +2
W_BOO_2012	Metal Goomerang +2
W_BOO_2013	NULL (boo 13 +2)
W_BOO_2014	NULL (boo 14 +2)
W_BOO_2015	NULL (boo 15 +2)
W_BOO_2016	Liquid Metal Goomerang +2
W_BOO_2017	Dark Star +2
W_BOO_2018	Hunter's Moon +2
W_BOO_2019	Galaxarang +2
W_BOO_2020	Metal King Goomerang +2
W_BOO_2021	Birchwood Boomerang +2
W_BOO_2022	Boomerang +2
W_CLW_2001	Iron Claws +2
W_CLW_2002	Silver Claws +2
W_CLW_2003	Infernails +2
W_CLW_2004	Steel Claws +2
W_CLW_2005	Crow's Claws +2
W_CLW_2006	Platinum Claws +2
W_CLW_2007	Kestrel Claws +2
W_CLW_2008	Fire Claws +2
