I_BON_001	beast bone
W_ROD_1006	staff of divine wrath +1
W_ROD_1007	rab's cane +1
W_ROD_1008	watermaul wand +1
W_ROD_1009	lightning staff +1
W_ROD_1010	rod of rapidty +1
W_ROD_1011	tsunami staff +1
W_ROD_1012	magma staff +1
W_ROD_1013	staff of antimagic +1
W_ROD_1014	lightning conductor +1
W_ROD_1015	rune staff +1
W_ROD_1016	hieroglyph staff +1
W_ROD_1017	hocus locus +1
W_ROD_1018	staff of resurrection +1
W_ROD_1019	celestial sceptre +1
W_ROD_1020	spirit staff +1
W_ROD_1021	sage's staff +1
W_ROD_1022	siren's staff +1
W_ROD_1023	bright staff +1
W_ROD_1024	sacrosanct staff +1
W_ROD_1025	wyrmwand +1
W_ROD_1026	supreme sage's staff +1
W_ROD_1027	null +1
W_ROD_1028	null +1
W_ROD_1029	rod of paradise +1
W_ROD_1030	staff of eternity +1
W_ROD_1031	aurora staff +1
W_WHP_1001	thorn whip +1
W_WHP_1002	battle whip +1
W_WHP_1003	hypno whip +1
W_WHP_1004	rose whip +1
W_WHP_1005	beastly bullwhip +1
W_WHP_1006	scorpion tail +1
W_WHP_1007	dragontail whip +1
W_WHP_1008	demon whip +1
W_WHP_1009	queen's whip +1
W_WHP_1010	archdemon whip +1
W_WHP_1011	empress's whip +1
W_WHP_1012	beelzebarb +1
W_WHP_1013	gringham whip +1
W_WHP_1014	godess whip +1
W_WHP_1015	null +1
W_WHP_1016	triple-tine whip +1
W_WHP_1017	null +1
W_WHP_1018	malevolash +1
W_WHP_1019	anchor or rancour +1
W_WHP_1020	hellbeast's leash +1
W_WHP_1021	uber gringham whip +1
W_STK_1001	serena's wand +1
W_STK_1002	lamp post +1
W_STK_1003	posey pole +1
W_STK_1004	lolly stick +1
W_STK_1005	jolly brolly +1
W_STK_1006	wyvern wand +1
W_STK_1007	seraphic sceptre +1
W_STK_1008	spryggdrasil +1
W_STK_1009	glumbrella +1
W_STK_1010	bonbon baton +1
W_STK_1011	red dragon rod +1
W_STK_1012	seraph's stick +1
W_STK_1013	butterfly baton +1
W_STK_1014	glow stick +1
W_STK_1015	get-up-and-glow stick +1
W_STK_1016	pixie pole +1
W_STK_1017	fantastick +1
W_STK_1018	cane of compassion +1
W_STK_1019	sceptre of time +1
W_STK_1020	faerie king's cane +1
W_STK_1021	rusty sceptre +1
W_STK_1022	naughty stick +1
W_SPR_1001	bronze lance +1
W_SPR_1002	iron lance +1
W_SPR_1003	battle fork +1
W_SPR_1004	steel lance +1
W_SPR_1005	jade's glave +1
W_SPR_1006	trident +1
W_SPR_1007	lightning lance +1
W_SPR_1008	platinum lance +1
W_SPR_1009	gracos's fork +1
W_SPR_1010	demon spear +1
W_SPR_1011	storm spear +1
W_SPR_1012	full fathom fork +1
W_SPR_1013	paladin's lance +1
W_SPR_1014	metal slime spear +1
W_SPR_1015	null +1
W_SPR_1016	seraph's spear +1
W_SPR_1017	null +1
W_SPR_1018	liquid metal spear +1
W_SPR_1019	null +1
W_SPR_1020	barbarous pole +1
W_SPR_1021	sacred spear +1
W_SPR_1022	heaven's talon +1
W_SPR_1023	metal king spear +1
W_SPR_1024	split-pot poker +1
W_AXE_1001	cavalier cleaver +1
W_AXE_1002	king axe +1
W_AXE_1003	ice axe +1
W_AXE_1004	kaiser axe +1
W_AXE_1005	obliteratoriser +1
W_AXE_1006	overlord's axe  +1
W_AXE_1007	bad axe +1
W_AXE_1008	conqueror's axe +1
W_AXE_1009	avalanche axe +1
W_AXE_1010	maxi axe +1
W_AXE_1011	apollo's axe +1
W_AXE_1012	climaxe +1
W_AXE_1013	aristocrat's axe +1
W_AXE_1014	kairos cleaver +1
W_AXE_1015	galaxy axe +1
W_CLW_1001	iron claws +1
W_CLW_1002	silver claws +1
W_CLW_1003	infernails +1
W_CLW_1004	steel claws +1
W_CLW_1005	crow's claws +1
W_CLW_1006	platinum claws +1
W_CLW_1007	kestrel claws +1
W_CLW_1008	fire claws +1
W_CLW_1009	ice claws +1
W_CLW_1010	kite claws +1
W_CLW_1011	cobra claws +1
W_CLW_1012	dragon claws +1
W_CLW_1013	crimson claws +1
W_CLW_1014	beast claws +1
W_CLW_1015	null +1
W_CLW_1016	combusticlaws +1
W_CLW_1017	king cobra claws +1
W_CLW_1018	monster slashers +1
W_CLW_1019	null +1
W_CLW_1020	crystal claws +1
W_CLW_1021	dragovian lord claws +1
W_CLW_1022	orichalcum claws +1
W_CLW_1023	deicimators +1
W_CLW_1024	xenlon claws +1
W_CLW_1025	frostfire fingers +1
E_SHI_1001	pot lid +1
E_SHI_1002	leather shield +1
E_SHI_1003	scale shield +1
E_SHI_1004	silver platter +1
E_SHI_1005	gold platter +1
E_SHI_1006	light shield +1
E_SHI_1007	platinum platter +1
E_SHI_1008	magic shield +1
E_SHI_1009	flame shield +1
E_SHI_1010	flame shield +1
E_SHI_1011	ice shield +1
E_SHI_1012	white shield +1
E_SHI_1013	enchanted shield +1
E_SHI_1014	metal slime shield +1
E_SHI_1015	ethereal shield +1
E_SHI_1016	silver shield +1
E_SHI_1017	liquid metal slime shield +1
E_SHI_1018	psyche swiper +1
E_SHI_1019	devilry drinker +1
E_SHI_1020	erdwin's shield +1
E_SHI_1021	metal king shield +1
E_SHI_1022	soul sucker +1
E_LSH_1001	bronze shield +1
E_LSH_1002	iron shield +1
E_LSH_1003	steel shield +1
E_LSH_1004	shield od heliodor +1
E_LSH_1005	platinum shield +1
E_LSH_1006	warrior's shield +1
E_LSH_1007	dragon shield +1
E_LSH_1008	dark shield +1
E_LSH_1009	saintess shield +1
E_LSH_1010	ogre shield +1
E_LSH_1011	ruinous shield +1
E_LSH_1012	goddess shield +1
E_LSH_1013	drustan's shield +1
E_HAT_1001	bandana +1
E_HAT_1002	leather hat +1
E_HAT_1003	hairband +1
E_HAT_1004	pointy hat +1
E_HAT_1005	turban +1
E_HAT_1006	feathered cap +1
E_HAT_1007	bunny ears +1
E_HAT_1008	stone hardhat +1
E_HAT_1009	fur hood +1
E_HAT_1010	hermes' hat +1
E_HAT_1011	coral hairpin +1
E_HAT_1012	bronze helmet +1
E_HAT_1013	mercury's bandana +1
E_HAT_1014	silver tiara +1
E_HAT_1015	magical hat +1
E_HAT_1016	pirate's hat +1
E_HAT_1017	gold circlet +1
E_HAT_1018	thief's turban +1
E_HAT_1019	feather headband +1
E_HAT_1020	tricky turban +1
E_HAT_1021	hocus hat +1
E_HAT_1022	happy hat +1
E_HAT_1023	scholar's cap +1
E_HAT_1024	disturbin' turban +1
E_HAT_1025	malleable mask +1
E_HAT_1026	star circlet +1
E_HAT_1027	papillon mask +1
E_HAT_1028	swindler's scarf +1
E_HAT_1029	cat hat +1
E_HAT_1030	null +1
E_HAT_1031	null +1
E_HAT_1032	minister's mitre +1
E_HAT_1033	cavalier hat +1
E_HAT_1034	witch's hat +1
E_HAT_1035	golden tiara +1
E_HAT_1036	phantom mask +1
E_HAT_1037	freebooter's bandana +1
E_HAT_1038	null +1
E_HAT_1039	stellar starflower +1
E_HAT_1040	dragon bandana +1
E_HAT_1041	spring breeze hat +1
E_HAT_1042	summer cloud hat +1
E_HAT_1043	autumn shower hat +1
E_HAT_1044	winter sky hat +1
E_HAT_1045	pirate king's hat +1
E_HAT_1046	swindler king's scarf +1
E_HAT_1047	crown of eternity +1
E_HAT_1048	crown of eternity +1
E_HAT_1049	tiara tremenda +1
E_HAT_1050	xenlon hair ring +1
E_HAT_1051	serenica's circlet +1
E_HAT_1052	cute cap +1
E_HAT_1053	bonny band +1
E_HAT_1054	tiara tremendisima +1
E_HAT_1055	null +1
E_HAT_1056	corsair's cap +1
E_HAT_1057	trodain bandana +1
E_HAT_1058	artisanal trodain bandana +1
E_HEL_1001	iron helmet +1
E_HEL_1002	NULL +1
E_HEL_1003	iron mask +1
E_HEL_1004	steel helmet +1
E_HEL_1005	warrior's helm +1
E_HEL_1006	null +1
E_HEL_1007	platinum headgear +1
E_HEL_1008	iron headgear +1
E_HEL_1009	hade's helm +1
E_HEL_1010	mythril helm +1
E_HEL_1011	thinking cap +1
E_HEL_1012	raging bull helm +1
E_HEL_1013	great helm +1
E_HEL_1014	metal slime helm +1
E_HEL_1015	drasilian helm +1
E_HEL_1016	goddess's tiara +1
E_HEL_1017	warrior princess's headdress +1
E_HEL_1018	crown of dundrasil +1
E_HEL_1019	skull helm +1
E_HEL_1020	liquid metal helm +1
E_HEL_1021	null +1
E_HEL_1022	metal king helm +1
E_HEL_1023	heavenly helm +1
E_HEL_1024	erdwin's coronet +1
E_HEL_1025	irwin's helm +1
E_HEL_1026	sacred circlet +1
E_HEL_1027	minerva's tiara +1
E_HEL_1028	sun crown +1
E_HEL_1029	yggdrasil crown +1
E_HEL_1030	drustan's helm +1
E_HEL_1031	apollo's crown +1
E_CLO_1001	mardi garb +1
E_CLO_1002	plain cloths +1
E_CLO_1003	wayfarer's clothes +1
E_CLO_1004	boxer shorts +1
E_CLO_1005	templar's uniform +1
E_CLO_1006	leather dress +1
E_CLO_1007	leather cape +1
E_CLO_1008	null +1
E_CLO_1009	fur poncho +1
E_CLO_1010	cloak of evasion +1
E_CLO_1011	posh waistcoat +1
E_CLO_1012	pretty pinny +1
E_CLO_1013	dainty dress +1
E_CLO_1014	smart suit +1
E_CLO_1015	silk bustier +1
E_CLO_1016	spangled dress +1
E_CLO_1017	magical skirt +1
E_CLO_1018	velvet cape +1
E_CLO_1019	dragon dojo duds +1
E_CLO_1020	uniforme de l'academie +1
E_CLO_1021	hairy vest +1
E_CLO_1022	strongsam +1
E_CLO_1023	shimmering dress +1
E_CLO_1024	twinkling tuxedo +1
E_CLO_1025	rogue's robes +1
E_CLO_1026	macabre mantle +1
E_CLO_1027	saintess dress +1
E_CLO_1028	dancer's costume +1
E_CLO_1029	divine bustier +1
E_CLO_1030	null +1
E_CLO_1031	null +1
E_CLO_1032	null +1
E_CLO_1033	scandalous swimsuit +1
E_CLO_1034	agility gilet +1
E_CLO_1035	swindler's store +1
E_CLO_1036	cat suit +1
E_CLO_1037	dapper doublet +1
E_CLO_1038	drasilian dress coat +1
E_CLO_1039	general's jacket +1
E_CLO_1040	star's suit +1
E_CLO_1041	null +1
E_CLO_1042	combat costume +1
E_CLO_1043	brigandine +1
E_CLO_1044	liquid metal jacket +1
E_CLO_1045	superstar's suit +1
E_CLO_1046	freebooter's bo;ero +1
E_CLO_1047	null +1
E_CLO_1048	null +1
E_CLO_1049	dragonskin jacket +1
E_CLO_1050	metal king jacket +1
E_CLO_1051	exotoga +1
E_CLO_1052	erdwin's tunic +1
E_CLO_1053	pirate king's coat +1
E_CLO_1054	swindler king's stole +1
E_CLO_1055	serenica's surplice +1
E_CLO_1056	sacred raiment +1
E_CLO_1057	glad rags +1
E_CLO_1058	dashing doublet +1
E_CLO_1059	xenlon gown +1
E_CLO_1060	pallium regale +1
E_CLO_1061	yggdrasil dress coat +1
E_CLO_1062	field marshal's finery +1
E_CLO_1063	cobblestone clobber +1
E_CLO_1064	bunny suit +1
E_CLO_1065	corsair's coat +1
E_CLO_1066	potentate's palliun +1
E_CLO_1067	gladder rags +1
E_CLO_1068	hot bikini +1
E_CLO_1069	arriviste's vest +1
E_CLO_1070	elevating vest +1
E_CLO_1071	vest for sucess +1
E_CLO_1072	trodain togs +1
E_CLO_1073	artisanal trodain togs +1
E_ARM_1001	leather armour +1
E_ARM_1002	scale armour +1
E_ARM_1003	chain mail +1
E_ARM_1004	bronze armour +1
E_ARM_1005	iron cuirass +1
E_ARM_1006	iron armour +1
E_ARM_1007	tortoise shell +1
E_ARM_1008	full plate armour +1
E_ARM_1009	zombie mail +1
E_ARM_1010	silver cuirass +1
E_ARM_1011	silver mail +1
E_ARM_1012	heavy armour +1
E_ARM_1013	magic armour +1
E_ARM_1014	dancer's mail +1
E_ARM_1015	dragon mail +1
E_ARM_1016	spiked mail +1
E_ARM_1017	platinum mail +1
E_ARM_1018	bandit mail +1
E_ARM_1019	mirror armour +1
E_ARM_1020	metal slime armour +1
E_ARM_1021	drasilian armour +1
E_ARM_1022	hendrik's armour +1
E_ARM_1023	gigant armour +1
E_ARM_1024	liquid metal armour +1
E_ARM_1025	sacred armour +1
E_ARM_1026	metal king armour +1
E_ARM_1027	legendary armour +1
E_ARM_1028	irwin's armour +1
E_ARM_1029	drustan's armour +1
E_ARM_1030	gallopolitan armour +1
E_ROB_1001	silk robe +1
E_ROB_1002	fizzle-retardant suit +1
E_ROB_1003	fizzle-retardant blouse +1
E_ROB_1004	robe of serenity +1
E_ROB_1005	magic vestment +1
E_ROB_1006	glombolero +1
E_ROB_1007	sage's robe +1
E_ROB_1008	wizard's robe +1
E_ROB_1009	witch's robe +1
E_ROB_1010	prince's pea coat  +1
E_ROB_1011	king's coat +1
E_ROB_1012	queen's robe +1
E_ROB_1013	emperor's attire +1
E_ROB_1014	empress's robe +1
E_ROB_1015	warrior'princess's dress +1
E_ROB_1016	angel's robe +1
E_ROB_1017	crimson robe +1
E_ROB_1018	flowing dress +1
E_ROB_1019	dark robe +1
E_ROB_1020	dragon robe +1
E_ROB_1021	seraph's robe +1
E_ROB_1022	gown of eternity +1
E_ROB_1023	minerva's raiment +1
E_ROB_1024	princess's robe +1
A_FAC_1001	slime earrings +1
A_FAC_1002	safty goggles +1
A_FAC_1003	asbestos earrings +1
A_FAC_1004	antifreeze earrings +1
A_FAC_1005	rubber earrings +1
A_FAC_1006	aerofoil earrings +1
A_FAC_1007	concrete earrings +1
A_FAC_1008	mirror earrings +1
A_FAC_1009	cinderblock earrings +1
A_FAC_1010	all-weather earrings +1
A_FAC_1011	blackout earrings +1
A_FAC_1012	scholar's specs +1
A_NEC_1001	wings of serendipty +1
A_NEC_1002	gold rosary +1
A_NEC_1003	null +1
A_NEC_1004	necklace of immunity +1
A_NEC_1005	full moon colar +1
A_NEC_1006	rousing rose collar +1
A_NEC_1007	star of clarity +1
A_NEC_1008	care riviere +1
A_NEC_1009	torc of truth +1
A_NEC_1010	protective pendant +1
A_NEC_1011	choker of riddance +1
A_NEC_1012	gold chain +1
A_NEC_1013	token of fealty +1
A_NEC_1014	dogged colar +1
A_NEC_1015	bow tie +1
A_NEC_1016	papillon pendant +1
A_NEC_1017	pirate king's pendant +1
A_ARM_1001	gold bracer +1
A_ARM_1002	life bracer +1
A_ARM_1003	wristorative +1
A_ARM_1004	mighty armlet +1
A_ARM_1005	spirit bracer +1
A_ARM_1006	brainy bracer +1
A_ARM_1007	meteorite bracer +1
A_HAN_1001	robber's gloves +1
A_HAN_1002	mayoress's mittens +1
A_HAN_1003	gloomy gloves +1
A_HAN_1004	null +1
A_HAN_1005	murky mittens +1
A_HAN_1006	brigand's mitts +1
A_HAN_1007	guru's gloves +1
A_HAN_1008	marquess's mittens +1
A_HAN_1009	freebooter's gloves +1
A_HAN_1010	enchantress's gloves +1
A_HAN_1011	minister's mitts +1
A_HAN_1012	monarch's mittens +1
A_FIN_1001	circle of serendipity +1
A_FIN_1002	strength ring +1
A_FIN_1003	pink pearl ring +1
A_FIN_1004	prayer ring +1
A_FIN_1005	care ring +1
A_FIN_1006	ring of riddance +1
A_FIN_1007	gold ring +1
A_FIN_1008	ring of immunity +1
A_FIN_1009	ring of truth +1
A_FIN_1010	full mon ring +1
A_FIN_1011	rouding ring +1
A_FIN_1012	ring of clarity +1
A_FIN_1013	sorcerer's ring +1
A_FIN_1014	agility ring +1
A_FIN_1015	skull ring +1
A_FIN_1016	life ring +1
A_FIN_1017	catholicon ring +1
A_FIN_1018	godess ring +1
A_FOO_1001	fishnet stockings +1
A_SHO_1001	springheel boots +1
A_SHO_1002	caligae of clarity +1
A_SHO_1003	angel's sandals +1
A_SHO_1004	archangel's boots +1
A_SHO_1005	general's boots +1
A_SHO_1006	field marshal's footwear +1
A_OTH_1001	gemma's charm +1
A_OTH_1002	bunny tail +1
A_OTH_1003	dragon scale +1
A_OTH_1004	garter +1
A_OTH_1005	tough guy tattoo +1
A_OTH_1006	utility belt +1
A_OTH_1007	rosary +1
A_OTH_1008	bling-bling belt +1
A_OTH_1009	titan belt +1
A_OTH_1010	sorcerer's stone +1
A_OTH_1011	holy talisman +1
A_OTH_1012	devil's tail +1
A_OTH_1013	ruby of protection +1
A_OTH_1014	earthwyrm's eye +1
A_OTH_1015	lucky dragon's wing +1
A_OTH_1016	sovereign seal +1
A_OTH_1017	venus'tear +1
A_OTH_1018	monarchic mark +1
A_OTH_1019	elfin charm +1
A_OTH_1020	null +1
A_OTH_1021	null +1
A_OTH_1022	natty cravat +1
A_OTH_1023	suave scarf +1
A_OTH_1024	gemma's eternal charm +1
A_OTH_1025	ogler's digest +1
A_OTH_1026	ring of changes +1
A_OTH_1027	healer +1
A_OTH_1028	supplicant +1
A_OTH_1029	assassin +1
A_OTH_1030	mystic +1
A_OTH_1031	vanguard +1
A_OTH_1032	shield-bearer +1
A_OTH_1033	warlock +1
A_OTH_1034	trickster +1
A_OTH_1035	traveller's hood +1
A_OTH_1036	bell's bow +1
W_SWD_2001	cobblestone sword +2
W_SWD_2002	copper sword +2
W_SWD_2003	soldier's sword +2
W_SWD_2004	bronze sword +2
W_SWD_2005	rapier +2
W_SWD_2006	iron broadsword +2
W_SWD_2007	sylvando's sword +2
W_SWD_2008	cautery sword +2
W_SWD_2009	silver rapier +2
W_SWD_2010	steel broadsword +2
W_SWD_2011	bastard sword +2
W_SWD_2012	bandit blade +2
W_SWD_2013	falcon blade +2
W_SWD_2014	zombiesbane +2
W_SWD_2015	platinum sword +2
W_SWD_2016	zombie slayer +2
W_SWD_2017	aurora blade +2
W_SWD_2018	fizzle foil +2
W_SWD_2019	dragonsbane +2
W_SWD_2020	miracle sword +2
W_SWD_2021	fire blade +2
W_SWD_2022	sword of light +2
W_SWD_2023	NULL +2
W_SWD_2024	metal slime sword +2
W_SWD_2025	stardust sword +2
W_SWD_2026	uber miracle sword +2
W_SWD_2027	uber falcon blade +2
W_SWD_2028	inferno blade +2
W_SWD_2029	nebula sword +2
W_SWD_2030	dragon slayer +2
W_SWD_2031	liquid metal sword +2
W_SWD_2032	supernova sword +2
W_SWD_2033	thunderstorm sword +2
W_SWD_2034	thousand-fold katana +2
W_SWD_2035	sword of judgment +2
W_SWD_2036	super sword of light +2
W_SWD_2037	drustan's sword +2
W_SWD_2038	shamshir of light +2
W_SWD_2039	hell sabre +2
W_SWD_2040	metal king sword +2
W_SWD_2041	hypernova sword +2
W_SWD_2042	heliodorian sword +2
W_SWD_2043	NULL +2
W_SWD_2044	supreme sword of light +2
W_SWD_2045	cypress stick +2
W_TSW_2001	copper chopper +2
W_TSW_2002	broad sword +2
W_TSW_2003	cast-iron claymore +2
W_TSW_2004	broader sword +2
W_TSW_2005	black blade +2
W_TSW_2006	carbon steel claymore +2
W_TSW_2007	banishing blade +2
W_TSW_2008	razer-wing +2
W_TSW_2009	night cleaver +2
W_TSW_2010	platinum powersword +2
W_TSW_2011	hendrik's greatsword +2
W_TSW_2012	demonsbane +2
W_TSW_2013	brimstone blade +2
W_TSW_2014	wyrmfang +2
W_TSW_2015	metal gooreatsword +2
W_TSW_2016	lord's sword +2
W_TSW_2017	skysteel sword +2
W_TSW_2018	liquid metal Gooreatsword +2
W_TSW_2019	legate's blade +2
W_TSW_2020	berserker's blade +2
W_TSW_2021	brilliant blade +2
W_TSW_2022	metal king gooreatsword +2
W_TSW_2023	cobblestone greatsword +2
W_TSW_2024	sword of shadows +2
W_TSW_2025	sword of shadows +2
W_DGR_2001	erik's dagger +2
W_DGR_2002	bronze knife +2
W_DGR_2003	poison needle +2
W_DGR_2004	divine dagger +2
W_DGR_2005	poison moth knife +2
W_DGR_2006	butterfly knife +2
W_DGR_2007	assassin's dagger +2
W_DGR_2008	dread dagger +2
W_DGR_2009	eagle dagger +2
W_DGR_2010	nobleman's knife +2
W_DGR_2011	bloodletter +2
W_DGR_2012	sword breaker +2
W_DGR_2013	fenrir fang +2
W_DGR_2014	soul breaker +2
W_DGR_2015	icicle dirk +2
W_DGR_2016	serpentscale skean +2
W_DGR_2017	imp knife +2
W_DGR_2018	gladius +2
W_DGR_2019	falcon knife earring +2
W_DGR_2020	flame tang +2
W_DGR_2021	deft dagger +2
W_DGR_2022	high-born blade +2
W_DGR_2023	knife of strife +2
W_DGR_2024	darting dagger +2
W_DGR_2025	gryphon's wing +2
W_DGR_2026	NULL +2
W_DGR_2027	thunderstorm skean +2
W_DGR_2028	el stupendo +2
W_DGR_2029	timeshear +2
W_DGR_2030	dynamo dagger +2
W_BOO_2001	edged boomerang +2
W_BOO_2002	null +2
W_BOO_2003	crucerang +2
W_BOO_2004	null +2
W_BOO_2005	soarin' steel +2
W_BOO_2006	flametang boomerang +2
W_BOO_2007	winter's wing +2
W_BOO_2008	magic circle +2
W_BOO_2009	banefire boomerang +2
W_BOO_2010	star cross +2
W_BOO_2011	pentarang +2
W_BOO_2012	metal goomerang +2
W_BOO_2013	meteorang +2
W_BOO_2014	asterang +2
W_BOO_2015	null +2
W_BOO_2016	liquid metal goomerang +2
W_BOO_2017	dark star +2
W_BOO_2018	hunter's moon +2
W_BOO_2019	galaxarang +2
W_BOO_2020	metal king goomerang +2
W_BOO_2021	birchwood boomerang +2
W_BOO_2022	boomerang +2
W_ROD_2001	faerie staff +2
W_ROD_2002	veronica's staff +2
W_ROD_2003	wizard's staff +2
W_ROD_2004	staff of sentencing +2
W_ROD_2005	shiverstick +2
W_ROD_2006	staff of divine wrath +2
W_ROD_2007	rab's cane +2
W_ROD_2008	watermaul wand +2
W_ROD_2009	lightning staff +2
W_ROD_2010	rod of rapidty +2
W_ROD_2011	tsunami staff +2
W_ROD_2012	magma staff +2
W_ROD_2013	staff of antimagic +2
W_ROD_2014	lightning conductor +2
W_ROD_2015	rune staff +2
W_ROD_2016	hieroglyph staff +2
W_ROD_2017	hocus locus +2
W_ROD_2018	staff of resurrection +2
W_ROD_2019	celestial sceptre +2
W_ROD_2020	spirit staff +2
W_ROD_2021	sage's staff +2
W_ROD_2022	siren's staff +2
W_ROD_2023	bright staff +2
W_ROD_2024	sacrosanct staff +2
W_ROD_2025	wyrmwand +2
W_ROD_2026	supreme sage's staff +2
W_ROD_2027	null +2
W_ROD_2028	null +2
W_ROD_2029	rod of paradise +2
W_ROD_2030	staff of eternity +2
W_ROD_2031	aurora staff +2
W_WHP_2001	thorn whip +2
W_WHP_2002	battle whip +2
W_WHP_2003	hypno whip +2
W_WHP_2004	rose whip +2
W_WHP_2005	beastly bullwhip +2
W_WHP_2006	scorpion tail +2
W_WHP_2007	dragontail whip +2
W_WHP_2008	demon whip +2
W_WHP_2009	queen's whip +2
W_WHP_2010	archdemon whip +2
W_WHP_2011	empress's whip +2
W_WHP_2012	beelzebarb +2
W_WHP_2013	gringham whip +2
W_WHP_2014	godess whip +2
W_WHP_2015	null +2
W_WHP_2016	triple-tine whip +2
W_WHP_2017	null +2
W_WHP_2018	malevolash +2
W_WHP_2019	anchor or rancour +2
W_WHP_2020	hellbeast's leash +2
W_WHP_2021	uber gringham whip +2
W_STK_2001	serena's wand +2
W_STK_2002	lamp post +2
W_STK_2003	posey pole +2
W_STK_2004	lolly stick +2
W_STK_2005	jolly brolly +2
W_STK_2006	wyvern wand +2
W_STK_2007	seraphic sceptre +2
W_STK_2008	spryggdrasil +2
W_STK_2009	glumbrella +2
W_STK_2010	bonbon baton +2
W_STK_2011	red dragon rod +2
W_STK_2012	seraph's stick +2
W_STK_2013	butterfly baton +2
W_STK_2014	glow stick +2
W_STK_2015	get-up-and-glow stick +2
W_STK_2016	pixie pole +2
W_STK_2017	fantastick +2
W_STK_2018	cane of compassion +2
W_STK_2019	sceptre of time +2
W_STK_2020	faerie king's cane +2
W_STK_2021	rusty sceptre +2
W_STK_2022	naughty stick +2
W_SPR_2001	bronze lance +2
W_SPR_2002	iron lance +2
W_SPR_2003	battle fork +2
W_SPR_2004	steel lance +2
W_SPR_2005	jade's glave +2
W_SPR_2006	trident +2
W_SPR_2007	lightning lance +2
W_SPR_2008	platinum lance +2
W_SPR_2009	gracos's fork +2
W_SPR_2010	demon spear +2
W_SPR_2011	storm spear +2
W_SPR_2012	full fathom fork +2
W_SPR_2013	paladin's lance +2
W_SPR_2014	metal slime spear +2
W_SPR_2015	null +2
W_SPR_2016	seraph's spear +2
W_SPR_2017	null +2
W_SPR_2018	liquid metal spear +2
W_SPR_2019	null +2
W_SPR_2020	barbarous pole +2
W_SPR_2021	sacred spear +2
W_SPR_2022	heaven's talon +2
W_SPR_2023	metal king spear +2
W_SPR_2024	split-pot poker +2
W_AXE_2001	cavalier cleaver +2
W_AXE_2002	king axe +2
W_AXE_2003	ice axe +2
W_AXE_2004	kaiser axe +2
W_AXE_2005	obliteratoriser +2
W_AXE_2006	overlord's axe  +2
W_AXE_2007	bad axe +2
W_AXE_2008	conqueror's axe +2
W_AXE_2009	avalanche axe +2
W_AXE_2010	maxi axe +2
W_AXE_2011	apollo's axe +2
W_AXE_2012	climaxe +2
W_AXE_2013	aristocrat's axe +2
W_AXE_2014	kairos cleaver +2
W_AXE_2015	galaxy axe +2
W_CLW_2001	iron claws +2
W_CLW_2002	silver claws +2
W_CLW_2003	infernails +2
W_CLW_2004	steel claws +2
W_CLW_2005	crow's claws +2
W_CLW_2006	platinum claws +2
W_CLW_2007	kestrel claws +2
W_CLW_2008	fire claws +2
W_CLW_2009	ice claws +2
W_CLW_2010	kite claws +2
W_CLW_2011	cobra claws +2
W_CLW_2012	dragon claws +2
W_CLW_2013	crimson claws +2
W_CLW_2014	beast claws +2
W_CLW_2015	null +2
W_CLW_2016	combusticlaws +2
W_CLW_2017	king cobra claws +2
W_CLW_2018	monster slashers +2
W_CLW_2019	null +2
W_CLW_2020	crystal claws +2
W_CLW_2021	dragovian lord claws +2
W_CLW_2022	orichalcum claws +2
W_CLW_2023	deicimators +2
W_CLW_2024	xenlon claws +2
W_CLW_2025	frostfire fingers +2
E_SHI_2001	pot lid +2
E_SHI_2002	leather shield +2
E_SHI_2003	scale shield +2
E_SHI_2004	silver platter +2
E_SHI_2005	gold platter +2
E_SHI_2006	light shield +2
E_SHI_2007	platinum platter +2
E_SHI_2008	magic shield +2
E_SHI_2009	flame shield +2
E_SHI_2010	flame shield +2
E_SHI_2011	ice shield +2
E_SHI_2012	white shield +2
E_SHI_2013	enchanted shield +2
E_SHI_2014	metal slime shield +2
E_SHI_2015	ethereal shield +2
E_SHI_2016	silver shield +2
E_SHI_2017	liquid metal slime shield +2
E_SHI_2018	psyche swiper +2
E_SHI_2019	devilry drinker +2
E_SHI_2020	erdwin's shield +2
E_SHI_2021	metal king shield +2
E_SHI_2022	soul sucker +2
E_LSH_2001	bronze shield +2
E_LSH_2002	iron shield +2
E_LSH_2003	steel shield +2
E_LSH_2004	shield od heliodor +2
E_LSH_2005	platinum shield +2
E_LSH_2006	warrior's shield +2
E_LSH_2007	dragon shield +2
E_LSH_2008	dark shield +2
E_LSH_2009	saintess shield +2
E_LSH_2010	ogre shield +2
E_LSH_2011	ruinous shield +2
E_LSH_2012	goddess shield +2
E_LSH_2013	drustan's shield +2
E_HAT_2001	bandana +2
E_HAT_2002	leather hat +2
E_HAT_2003	hairband +2
E_HAT_2004	pointy hat +2
E_HAT_2005	turban +2
E_HAT_2006	feathered cap +2
E_HAT_2007	bunny ears +2
E_HAT_2008	stone hardhat +2
E_HAT_2009	fur hood +2
E_HAT_2010	hermes' hat +2
E_HAT_2011	coral hairpin +2
E_HAT_2012	bronze helmet +2
E_HAT_2013	mercury's bandana +2
E_HAT_2014	silver tiara +2
E_HAT_2015	magical hat +2
E_HAT_2016	pirate's hat +2
E_HAT_2017	gold circlet +2
E_HAT_2018	thief's turban +2
E_HAT_2019	feather headband +2
E_HAT_2020	tricky turban +2
E_HAT_2021	hocus hat +2
